@relation aux
@attribute buying {'vhigh','high','med','low'}
@attribute maint {'vhigh','high','med','low'}
@attribute doors {'2','3','4','5more'}
@attribute persons {'2','4','more'}
@attribute lug_boot {'small','med','big'}
@attribute safety {'low','med','high'}
@attribute class {'majority','minority'}
@data
'low','high','3','more','small','low','majority'
'low','high','3','more','small','med','minority'
'low','high','3','more','small','high','minority'
'low','high','3','more','med','low','majority'
'low','high','3','more','med','med','minority'
'low','high','3','more','med','high','minority'
'low','high','3','more','big','low','majority'
'low','high','3','more','big','med','minority'
'low','high','3','more','big','high','minority'
'low','high','4','2','small','low','majority'
'low','high','4','2','small','med','majority'
'low','high','4','2','small','high','majority'
'low','high','4','2','med','low','majority'
'low','high','4','2','med','med','majority'
'low','high','4','2','med','high','majority'
'low','high','4','2','big','low','majority'
'low','high','4','2','big','med','majority'
'low','high','4','2','big','high','majority'
'low','high','4','4','small','low','majority'
'low','high','4','4','small','med','minority'
'low','high','4','4','small','high','minority'
'low','high','4','4','med','low','majority'
'low','high','4','4','med','med','minority'
'low','high','4','4','med','high','minority'
'low','high','4','4','big','low','majority'
'low','high','4','4','big','med','minority'
'low','high','4','4','big','high','minority'
'low','high','4','more','small','low','majority'
'low','high','4','more','small','med','minority'
'low','high','4','more','small','high','minority'
'low','high','4','more','med','low','majority'
'low','high','4','more','med','med','minority'
'low','high','4','more','med','high','minority'
'low','high','4','more','big','low','majority'
'low','high','4','more','big','med','minority'
'low','high','4','more','big','high','minority'
'low','high','5more','2','small','low','majority'
'low','high','5more','2','small','med','majority'
'low','high','5more','2','small','high','majority'
'low','high','5more','2','med','low','majority'
'low','high','5more','2','med','med','majority'
'low','high','5more','2','med','high','majority'
'low','high','5more','2','big','low','majority'
'low','high','5more','2','big','med','majority'
'low','high','5more','2','big','high','majority'
'low','high','5more','4','small','low','majority'
'low','high','5more','4','small','med','minority'
'low','high','5more','4','small','high','minority'
'low','high','5more','4','med','low','majority'
'low','high','5more','4','med','med','minority'
'low','high','5more','4','med','high','minority'
'low','high','5more','4','big','low','majority'
'low','high','5more','4','big','med','minority'
'low','high','5more','4','big','high','minority'
'low','high','5more','more','small','low','majority'
'low','high','5more','more','small','med','minority'
'low','high','5more','more','small','high','minority'
'low','high','5more','more','med','low','majority'
'low','high','5more','more','med','med','minority'
'low','high','5more','more','med','high','minority'
'low','high','5more','more','big','low','majority'
'low','high','5more','more','big','med','minority'
'low','high','5more','more','big','high','minority'
'low','med','2','2','small','low','majority'
'low','med','2','2','small','med','majority'
'low','med','2','2','small','high','majority'
'low','med','2','2','med','low','majority'
'low','med','2','2','med','med','majority'
'low','med','2','2','med','high','majority'
'low','med','2','2','big','low','majority'
'low','med','2','2','big','med','majority'
'low','med','2','2','big','high','majority'
'low','med','2','4','small','low','majority'
'low','med','2','4','small','med','minority'
'low','med','2','4','small','high','minority'
'low','med','2','4','med','low','majority'
'low','med','2','4','med','med','minority'
'low','med','2','4','med','high','minority'
'low','med','2','4','big','low','majority'
'low','med','2','4','big','med','minority'
'low','med','2','4','big','high','minority'
'low','med','2','more','small','low','majority'
'low','med','2','more','small','med','majority'
'low','med','2','more','small','high','majority'
'low','med','2','more','med','low','majority'
'low','med','2','more','med','med','minority'
'low','med','2','more','med','high','minority'
'low','med','2','more','big','low','majority'
'low','med','2','more','big','med','minority'
'low','med','2','more','big','high','minority'
'low','med','3','2','small','low','majority'
'low','med','3','2','small','med','majority'
'low','med','3','2','small','high','majority'
'low','med','3','2','med','low','majority'
'low','med','3','2','med','med','majority'
'low','med','3','2','med','high','majority'
'low','med','3','2','big','low','majority'
'low','med','3','2','big','med','majority'
'low','med','3','2','big','high','majority'
'low','med','3','4','small','low','majority'
'low','med','3','4','small','med','minority'
'low','med','3','4','small','high','minority'
'low','med','3','4','med','low','majority'
'low','med','3','4','med','med','minority'
'low','med','3','4','med','high','minority'
'low','med','3','4','big','low','majority'
'low','med','3','4','big','med','minority'
'low','med','3','4','big','high','minority'
'low','med','3','more','small','low','majority'
'low','med','3','more','small','med','minority'
'low','med','3','more','small','high','minority'
'low','med','3','more','med','low','majority'
'low','med','3','more','med','med','minority'
'low','med','3','more','med','high','minority'
'low','med','3','more','big','low','majority'
'low','med','3','more','big','med','minority'
'low','med','3','more','big','high','minority'
'low','med','4','2','small','low','majority'
'low','med','4','2','small','med','majority'
'low','med','4','2','small','high','majority'
'low','med','4','2','med','low','majority'
'low','med','4','2','med','med','majority'
'low','med','4','2','med','high','majority'
'low','med','4','2','big','low','majority'
'low','med','4','2','big','med','majority'
'low','med','4','2','big','high','majority'
'low','med','4','4','small','low','majority'
'low','med','4','4','small','med','minority'
'low','med','4','4','small','high','minority'
'low','med','4','4','med','low','majority'
'low','med','4','4','med','med','minority'
'low','med','4','4','med','high','minority'
'low','med','4','4','big','low','majority'
'low','med','4','4','big','med','minority'
'low','med','4','4','big','high','minority'
'low','med','4','more','small','low','majority'
'low','med','4','more','small','med','minority'
'low','med','4','more','small','high','minority'
'low','med','4','more','med','low','majority'
'low','med','4','more','med','med','minority'
'low','med','4','more','med','high','minority'
'low','med','4','more','big','low','majority'
'low','med','4','more','big','med','minority'
'low','med','4','more','big','high','minority'
'low','med','5more','2','small','low','majority'
'low','med','5more','2','small','med','majority'
'low','med','5more','2','small','high','majority'
'low','med','5more','2','med','low','majority'
'low','med','5more','2','med','med','majority'
'low','med','5more','2','med','high','majority'
'low','med','5more','2','big','low','majority'
'low','med','5more','2','big','med','majority'
'low','med','5more','2','big','high','majority'
'low','med','5more','4','small','low','majority'
'low','med','5more','4','small','med','minority'
'low','med','5more','4','small','high','minority'
'low','med','5more','4','med','low','majority'
'low','med','5more','4','med','med','minority'
'low','med','5more','4','med','high','minority'
'low','med','5more','4','big','low','majority'
'low','med','5more','4','big','med','minority'
'low','med','5more','4','big','high','minority'
'low','med','5more','more','small','low','majority'
'low','med','5more','more','small','med','minority'
'low','med','5more','more','small','high','minority'
'low','med','5more','more','med','low','majority'
'low','med','5more','more','med','med','minority'
'low','med','5more','more','med','high','minority'
'low','med','5more','more','big','low','majority'
'low','med','5more','more','big','med','minority'
'low','med','5more','more','big','high','minority'
'low','low','2','2','small','low','majority'
'low','low','2','2','small','med','majority'
'low','low','2','2','small','high','majority'
'low','low','2','2','med','low','majority'
'low','low','2','2','med','med','majority'
'low','low','2','2','med','high','majority'
'low','low','2','2','big','low','majority'
'low','low','2','2','big','med','majority'
'low','low','2','2','big','high','majority'
'low','low','2','4','small','low','majority'
'low','low','2','4','small','med','minority'
'low','low','2','4','small','high','minority'
'low','low','2','4','med','low','majority'
'low','low','2','4','med','med','minority'
'low','low','2','4','med','high','minority'
'low','low','2','4','big','low','majority'
'low','low','2','4','big','med','minority'
'low','low','2','4','big','high','minority'
'low','low','2','more','small','low','majority'
'low','low','2','more','small','med','majority'
'low','low','2','more','small','high','majority'
'low','low','2','more','med','low','majority'
'low','low','2','more','med','med','minority'
'low','low','2','more','med','high','minority'
'low','low','2','more','big','low','majority'
'low','low','2','more','big','med','minority'
'low','low','2','more','big','high','minority'
'low','low','3','2','small','low','majority'
'low','low','3','2','small','med','majority'
'low','low','3','2','small','high','majority'
'low','low','3','2','med','low','majority'
'low','low','3','2','med','med','majority'
'low','low','3','2','med','high','majority'
'low','low','3','2','big','low','majority'
'low','low','3','2','big','med','majority'
'low','low','3','2','big','high','majority'
'low','low','3','4','small','low','majority'
'low','low','3','4','small','med','minority'
'low','low','3','4','small','high','minority'
'low','low','3','4','med','low','majority'
'low','low','3','4','med','med','minority'
'low','low','3','4','med','high','minority'
'low','low','3','4','big','low','majority'
'low','low','3','4','big','med','minority'
'low','low','3','4','big','high','minority'
'low','low','3','more','small','low','majority'
'low','low','3','more','small','med','minority'
'low','low','3','more','small','high','minority'
'low','low','3','more','med','low','majority'
'low','low','3','more','med','med','minority'
'low','low','3','more','med','high','minority'
'low','low','3','more','big','low','majority'
'low','low','3','more','big','med','minority'
'low','low','3','more','big','high','minority'
'low','low','4','2','small','low','majority'
'low','low','4','2','small','med','majority'
'low','low','4','2','small','high','majority'
'low','low','4','2','med','low','majority'
'low','low','4','2','med','med','majority'
'low','low','4','2','med','high','majority'
'low','low','4','2','big','low','majority'
'low','low','4','2','big','med','majority'
'low','low','4','2','big','high','majority'
'low','low','4','4','small','low','majority'
'low','low','4','4','small','med','minority'
'low','low','4','4','small','high','minority'
'low','low','4','4','med','low','majority'
'low','low','4','4','med','med','minority'
'low','low','4','4','med','high','minority'
'low','low','4','4','big','low','majority'
'low','low','4','4','big','med','minority'
'low','low','4','4','big','high','minority'
'low','low','4','more','small','low','majority'
'low','low','4','more','small','med','minority'
'low','low','4','more','small','high','minority'
'low','low','4','more','med','low','majority'
'low','low','4','more','med','med','minority'
'low','low','4','more','med','high','minority'
'low','low','4','more','big','low','majority'
'low','low','4','more','big','med','minority'
'low','low','4','more','big','high','minority'
'low','low','5more','2','small','low','majority'
'low','low','5more','2','small','med','majority'
'low','low','5more','2','small','high','majority'
'low','low','5more','2','med','low','majority'
'low','low','5more','2','med','med','majority'
'low','low','5more','2','med','high','majority'
'low','low','5more','2','big','low','majority'
'low','low','5more','2','big','med','majority'
'low','low','5more','2','big','high','majority'
'low','low','5more','4','small','low','majority'
'low','low','5more','4','small','med','minority'
'low','low','5more','4','small','high','minority'
'low','low','5more','4','med','low','majority'
'low','low','5more','4','med','med','minority'
'low','low','5more','4','med','high','minority'
'low','low','5more','4','big','low','majority'
'low','low','5more','4','big','med','minority'
'low','low','5more','4','big','high','minority'
'low','low','5more','more','small','low','majority'
'low','low','5more','more','small','med','minority'
'low','low','5more','more','small','high','minority'
'low','low','5more','more','med','low','majority'
'low','low','5more','more','med','med','minority'
'low','low','5more','more','med','high','minority'
'low','low','5more','more','big','low','majority'
'low','low','5more','more','big','med','minority'
'low','low','5more','more','big','high','minority'
