@relation aux
@attribute focal_depth numeric
@attribute latitude numeric
@attribute longitude numeric
@attribute class {'majority','minority'}
@data
12,-25.19,-175.55,'majority'
105,-56.05,-27.37,'minority'
33,-9.52,118.35,'minority'
27,42.23,142.46,'minority'
196,-18.54,-175.12,'majority'
10,-52.89,-46.98,'majority'
36,-31.55,-178.6,'minority'
85,-12.74,-76.04,'minority'
55,-6.41,147.65,'majority'
199,0.09,123.31,'majority'
86,-15.86,-172.97,'majority'
43,19.89,120.54,'minority'
42,-28.21,-114.06,'majority'
9,19.9,120.49,'majority'
0,49.87,78.92,'minority'
101,-0.61,123.28,'majority'
10,-60.75,-20.95,'minority'
26,-20.24,168.2,'majority'
15,-3.36,177.4,'majority'
40,48.82,154.93,'majority'
46,55.07,165.4,'majority'
22,7.79,135.76,'majority'
47,38.76,142.22,'majority'
44,-41.41,-74.97,'majority'
33,-18.11,-172.51,'minority'
56,51.57,-177.37,'majority'
19,16.51,-98.25,'majority'
20,16.58,-98.34,'minority'
80,-5.66,150.99,'majority'
125,-17.61,-174.45,'minority'
59,-4.7,103.04,'majority'
83,13.29,-89.39,'minority'
449,-7.33,126.08,'minority'
10,-55.42,160.23,'majority'
45,44.56,151.03,'minority'
51,51.39,-179.94,'minority'
0,49.97,78.86,'minority'
554,27.9,137.04,'minority'
10,-51.15,160.64,'minority'
37,36.36,141.63,'minority'
18,51.76,176.08,'minority'
43,13.81,146.36,'majority'
28,-12.59,166.11,'majority'
55,-11.16,115.42,'minority'
58,-4.34,153.12,'majority'
106,-5.05,143.96,'majority'
1,33.71,22.94,'minority'
10,6.75,-82.72,'minority'
43,36.4,141.44,'majority'
52,-2.71,-79.88,'majority'
42,43.85,148.32,'majority'
42,-15.36,-173.09,'majority'
45,-25.55,-176.24,'majority'
179,29.4,140.43,'minority'
153,-14.53,-70.8,'majority'
543,-23.45,-179.87,'majority'
42,-24.39,-176.65,'minority'
40,-15.61,168.01,'majority'
511,-7.17,125.81,'minority'
96,-6.61,101.7,'minority'
190,-1.73,-76.73,'majority'
14,-10.61,-74.69,'minority'
34,-3.72,140,'majority'
0,49.89,78.86,'minority'
103,-9.87,161.18,'majority'
38,-9.28,158.21,'majority'
18,14.67,44.23,'majority'
35,36.13,68.98,'minority'
88,24.56,122.53,'majority'
40,-24.15,-175.97,'majority'
49,-57.44,-25.77,'majority'
20,33.9,139.45,'majority'
13,19.93,121.34,'minority'
55,-15.43,-173.3,'minority'
228,-5.45,147.05,'majority'
14,38.07,20.25,'minority'
55,-57.98,-24.35,'majority'
50,16.14,-95.25,'minority'
81,12.91,93.59,'minority'
208,-30.44,-179.3,'minority'
40,-29.69,-177.73,'minority'
41,10.54,140.96,'majority'
46,55.03,-159.19,'majority'
37,54.99,-159.24,'minority'
569,8.73,124.03,'majority'
68,5.6,126.3,'minority'
103,-18.65,-69.38,'minority'
48,49.23,155.56,'majority'
26,44.06,148.09,'majority'
29,-3.49,177.64,'majority'
21,43.76,147.45,'minority'
72,-6.99,147.39,'majority'
25,-4.05,127.9,'majority'
26,-4.07,127.9,'majority'
94,-4.89,153.57,'minority'
74,-4.67,153.25,'majority'
83,-21.59,-175.32,'minority'
36,-6.48,154.64,'majority'
44,8.8,-83.11,'minority'
82,5.71,94.72,'minority'
52,52.92,159.81,'majority'
51,49.41,155.58,'minority'
137,-15.04,167.28,'minority'
32,11.4,57.52,'majority'
38,10.43,-62.71,'majority'
102,-4.84,-78.09,'minority'
64,-6.52,154.94,'majority'
56,53.38,160.3,'majority'
11,-10.19,110.84,'majority'
45,27.78,62.07,'minority'
32,14.92,99.05,'majority'
33,-24.01,-175.9,'majority'
9,41.5,143.84,'minority'
24,46.41,153.39,'minority'
7,36.24,-120.27,'minority'
25,-33.89,179.52,'majority'
116,-5.39,150.94,'minority'
33,47.41,152.26,'minority'
0,-21.85,-138.94,'majority'
16,40.48,139.09,'minority'
35,40.83,139.33,'majority'
135,-16.96,-174.61,'minority'
600,-9.52,-71.22,'majority'
22,40.25,139.01,'minority'
31,40.22,139.04,'minority'
46,51.42,-174.11,'minority'
0,49.91,78.97,'minority'
125,1.55,127.32,'majority'
6,41.35,139.1,'minority'
43,24.13,122.39,'majority'
159,29.74,129.38,'majority'
18,21.77,103.31,'minority'
48,24.17,122.39,'minority'
14,60.22,-141.27,'majority'
222,20.19,122.41,'minority'
38,-22.59,171.02,'minority'
10,-7.41,27.88,'majority'
10,-60.91,-53.1,'majority'
37,61.04,-147.37,'minority'
46,5.54,126.47,'majority'
9,36.21,-120.36,'minority'
190,53.91,158.36,'minority'
10,-20.13,-126.94,'majority'
175,20.45,122.14,'minority'
2,40.14,24.75,'minority'
43,35.48,139.05,'majority'
108,1.8,127.28,'majority'
64,-8.69,111.17,'majority'
94,55.79,161.33,'minority'
26,18.23,120.8,'minority'
0,73.38,54.87,'majority'
56,3.73,126.64,'majority'
128,33.51,131.51,'minority'
20,-16.68,-172.05,'majority'
73,-17.44,-69.96,'majority'
43,60.97,-147.47,'minority'
205,36.52,71.1,'majority'
167,18.12,145.83,'majority'
515,-23.98,-179.8,'minority'
16,-16.64,-177.38,'minority'
44,24.08,122.16,'minority'
35,24.02,122.26,'majority'
10,-3.61,151.2,'majority'
0,73.35,54.38,'majority'
12,33.95,139.51,'majority'
5,-26.55,-70.62,'minority'
0,49.91,78.83,'minority'
13,-26.16,-70.59,'majority'
7,-8.12,156.35,'minority'
8,1.09,121,'majority'
55,-23.74,-70.23,'majority'
30,-20.57,-173.84,'majority'
10,37.59,-17.41,'majority'
24,-60.75,-25.6,'minority'
33,-60.46,-24.91,'minority'
44,-60.69,-25.41,'minority'
7,1.16,120.89,'majority'
0,49.89,78.9,'minority'
10,44.1,-113.81,'minority'
16,40.35,42.18,'minority'
57,-9.1,119.09,'minority'
89,-4,-79.4,'majority'
4,19.5,-155.44,'minority'
5,43.75,148.35,'majority'
34,-7.49,130.59,'majority'
39,0.48,-79.79,'minority'
183,-7.47,128.2,'minority'
19,-40.45,155.57,'majority'
52,41.8,142.77,'majority'
10,-6.85,72.04,'minority'
33,-6.61,71.41,'majority'
68,14.07,-91.95,'majority'
18,-15.37,-173.03,'minority'
34,-6.5,71.4,'minority'
44,3.74,148.97,'majority'
33,8.14,137.21,'minority'
158,-7.63,127.34,'majority'
103,-33.09,-70.15,'majority'
63,-3.21,145.43,'majority'
10,-2.38,145.06,'majority'
592,-28.14,-63.15,'minority'
599,-27.97,-62.9,'majority'
42,-5.51,151.91,'majority'
11,11.85,-13.51,'minority'
209,36.42,70.75,'minority'
386,33.62,136.8,'minority'
0,45.4,151.31,'minority'
43,-2.83,118.76,'minority'
112,-3.88,-78.47,'majority'
48,36.47,141.24,'majority'
26,-3.92,-81.41,'majority'
326,-23.68,-178.3,'majority'
38,29.28,130.44,'majority'
164,36.48,71.05,'majority'
568,49.05,146.63,'majority'
45,34.57,70.47,'majority'
4,-9.96,160.5,'minority'
192,36.47,70.86,'majority'
164,-6.6,130.15,'majority'
0,49.86,78.81,'majority'
88,-17.32,-70.53,'majority'
656,8.17,123.77,'minority'
454,29.35,138.92,'minority'
89,-38.27,177.22,'majority'
15,40.35,63.36,'minority'
41,49.16,155.31,'majority'
0,49.87,78.97,'majority'
15,17.38,-59.63,'majority'
185,-18.95,168.89,'majority'
33,-21.05,168.71,'minority'
135,-15.88,-174.35,'majority'
578,50.06,148.77,'majority'
399,47.44,146.73,'majority'
398,30.89,138.48,'minority'
0,49.91,78.91,'minority'
21,-6.79,71.48,'majority'
10,-51.88,161.08,'majority'
0,49.92,79.03,'minority'
19,-10.83,164.23,'majority'
171,-4.86,151.55,'minority'
50,-30.68,-71.2,'minority'
267,-15.83,-174.8,'minority'
95,-15.66,-72.45,'majority'
25,35.31,23.29,'majority'
10,-58.47,-15.97,'minority'
20,18.02,-69.3,'majority'
46,16.82,-98.46,'majority'
53,-6.1,154.44,'majority'
537,-5.76,111.29,'majority'
0,49.85,78.92,'minority'
93,-56.44,-27.43,'majority'
41,28.11,129.52,'minority'
58,-6.55,154.98,'majority'
26,1.35,126.4,'majority'
0,50.33,-176.86,'majority'
260,-0.07,122.52,'minority'
45,32.39,131.96,'minority'
49,27.47,128.58,'majority'
27,-33.28,-179.28,'minority'
15,-17.9,172.12,'minority'
5,40.39,-126.8,'minority'
18,35.78,137.49,'minority'
20,34.01,141.64,'minority'
41,16.8,147.17,'majority'
10,34.02,141.66,'majority'
107,13.84,145.38,'majority'
21,-25.88,-175.9,'minority'
10,-31.6,-110.85,'majority'
26,15.05,-94.28,'minority'
80,-15.75,-173.65,'minority'
180,-24.05,-66.84,'majority'
0,73.37,54.84,'majority'
58,1.65,126.32,'majority'
7,39.16,71.35,'majority'
0,49.92,78.83,'minority'
162,5.76,125.61,'minority'
177,-17.15,-174.07,'minority'
10,8.16,-38.77,'minority'
0,55.18,163.57,'majority'
10,-18.85,67.33,'minority'
119,-22,170.91,'minority'
42,0.22,98.05,'minority'
422,-18.7,-178.04,'minority'
218,5.13,125.17,'minority'
10,-30.9,-13.53,'majority'
647,-17.74,-178.05,'majority'
33,-7.97,102.27,'majority'
25,-14.32,171.29,'majority'
114,-8.16,-76.12,'majority'
0,49.95,79.03,'majority'
10,20.33,-115.79,'minority'
36,44.15,148.2,'minority'
10,-1.39,-15.02,'majority'
0,49.88,78.82,'minority'
0,49.83,78.71,'minority'
0,56.19,163.31,'minority'
12,-36.67,177.64,'minority'
25,10.21,-80.03,'minority'
179,0.2,123.63,'majority'
47,24.11,122.48,'majority'
27,-3.66,141.74,'majority'
3,-0.95,128.47,'majority'
2,-7.49,130.18,'majority'
41,-33.07,-68.58,'majority'
123,32.55,131.19,'majority'
10,-46.01,165.16,'majority'
61,-17.54,-174.44,'majority'
37,-20.54,-174,'majority'
0,49.87,78.84,'majority'
113,-10.25,161.11,'minority'
56,27.49,128.48,'majority'
44,-33.14,-71.84,'majority'
33,-32.95,-71.6,'majority'
33,-33.24,-71.78,'majority'
77,-33.76,-71.19,'majority'
36,55.2,161.95,'majority'
12,66.22,-149.98,'majority'
10,43.5,-127.62,'majority'
20,16.98,-62.46,'minority'
40,-32.68,-71.63,'majority'
14,7.76,123.52,'minority'
40,-33.15,-71.69,'majority'
45,-6.61,105.4,'majority'
48,-34.14,-72.1,'majority'
138,44.38,146.71,'majority'
165,40.32,140.38,'minority'
46,-32.64,-71.67,'majority'
475,28.27,139.55,'majority'
14,-4.1,136.28,'majority'
61,-34,-71.45,'minority'
97,-35.63,179.01,'majority'
88,-9.19,114.26,'minority'
36,1.65,126.5,'minority'
75,-5.16,130.45,'majority'
181,15.32,120.63,'minority'
0,49.88,78.96,'majority'
10,-39.71,-75.7,'minority'
613,-9.21,-71.22,'majority'
0,-37.62,179.46,'majority'
27,-5.59,151.07,'minority'
30,-29.04,77.78,'majority'
54,53.57,160.53,'minority'
49,54.04,160.93,'majority'
33,-15.3,-173.47,'minority'
110,4.92,127.53,'minority'
10,0.97,-28.44,'minority'
0,49.85,78.87,'minority'
17,30.29,132.72,'majority'
0,49.84,78.69,'minority'
46,-4.44,152.81,'minority'
28,-17.23,167.83,'majority'
45,-29.7,-177.78,'majority'
0,49.92,78.8,'minority'
17,-6.24,148.74,'majority'
33,-60.3,-27,'majority'
102,36.21,70.9,'minority'
107,36.19,70.81,'minority'
34,7.46,123.47,'majority'
22,16.93,120.19,'majority'
24,11.15,140.23,'majority'
29,54.15,168.69,'majority'
52,37.77,141.77,'minority'
45,-9.16,-78.88,'minority'
7,39.49,75.27,'minority'
629,-21,-178.99,'minority'
30,-15.35,-173.54,'majority'
27,39.36,75.44,'majority'
63,17.98,-97.16,'minority'
29,18.54,-102.32,'minority'
42,17.81,-101.69,'minority'
16,-34.61,-178.57,'minority'
33,-9.81,159.85,'minority'
11,-22.08,-174.6,'majority'
10,62.22,-124.27,'minority'
104,-6.76,107.04,'minority'
30,54.73,-159.65,'minority'
103,-21.55,-176.39,'minority'
10,40.32,69.82,'majority'
25,37.65,136.9,'majority'
254,46.29,146.27,'majority'
14,-11.12,125.15,'majority'
107,-31.37,-68.61,'majority'
595,-7.08,124.28,'majority'
13,36.74,54.81,'minority'
20,-9.57,150.97,'minority'
0,53.21,-166.92,'majority'
49,-35.21,-179.32,'minority'
17,7.73,137.02,'majority'
52,27.94,140.61,'majority'
10,-1.83,134.84,'majority'
0,-21.86,-138.92,'majority'
33,-14.03,166.22,'minority'
43,-13.98,166.19,'minority'
441,26.96,140.48,'majority'
25,3.69,126.65,'majority'
31,11.71,-85.86,'majority'
44,-14.06,166.23,'minority'
52,-13.98,166.51,'minority'
51,-30.67,-178.03,'majority'
6,62.19,-124.27,'minority'
10,-35.1,54.26,'minority'
25,-5.75,104.18,'majority'
116,-5.53,150.69,'majority'
33,-5.61,131.43,'majority'
144,-21.37,170.31,'minority'
13,51.54,-173.11,'majority'
97,-10.16,161.01,'majority'
527,27.87,139.51,'majority'
51,36.43,140.98,'minority'
41,24.02,122.23,'majority'
