@relation aux
@attribute fathers_occupation {'Clerk','Craftsman-Construction','Craftsman-Manufacturing','Craftsmen-Other','Farm_Laborer','Farmer/Farm_Manager','Laborer-Manufacturing','Laborer-Nonmanufacturing','Manager','Operative-Manufacturing','Operative-Nonmanufacturing','Professional-Salaried','Professional_Self-Employed','Proprietor','Salesman-Nonretail','Salesman-Retail','Service_Worker'}
@attribute sons_occupation {'Clerk','Craftsman-Construction','Craftsman-Manufacturing','Craftsmen-Other','Farm_Laborer','Farmer/Farm_Manager','Laborer-Manufacturing','Laborer-Nonmanufacturing','Manager','Operative-Manufacturing','Operative-Nonmanufacturing','Professional-Salaried','Professional_Self-Employed','Proprietor','Salesman-Nonretail','Salesman-Retail','Service_Worker'}
@attribute family_structure {'intact','nonintact'}
@attribute race {'black','white'}
@attribute counts_for_sons_first_occupation numeric
@attribute class {'majority','minority'}
@data
'Service_Worker','Farm_Laborer','intact','black',2,'majority'
'Operative-Nonmanufacturing','Professional_Self-Employed','intact','black',0,'majority'
'Operative-Nonmanufacturing','Professional-Salaried','intact','black',8.7,'majority'
'Operative-Nonmanufacturing','Manager','intact','black',2.1,'majority'
'Operative-Nonmanufacturing','Salesman-Nonretail','intact','black',1.8,'majority'
'Operative-Nonmanufacturing','Proprietor','intact','black',0.5,'majority'
'Operative-Nonmanufacturing','Clerk','intact','black',11.3,'majority'
'Operative-Nonmanufacturing','Salesman-Retail','intact','black',2.8,'majority'
'Operative-Nonmanufacturing','Craftsman-Manufacturing','intact','black',3.9,'majority'
'Operative-Nonmanufacturing','Craftsmen-Other','intact','black',5,'majority'
'Operative-Nonmanufacturing','Craftsman-Construction','intact','black',2.2,'majority'
'Operative-Nonmanufacturing','Service_Worker','intact','black',13,'majority'
'Operative-Nonmanufacturing','Operative-Nonmanufacturing','intact','black',20.4,'majority'
'Operative-Nonmanufacturing','Operative-Manufacturing','intact','black',13.2,'majority'
'Operative-Nonmanufacturing','Laborer-Manufacturing','intact','black',3.5,'majority'
'Operative-Nonmanufacturing','Laborer-Nonmanufacturing','intact','black',10.5,'majority'
'Operative-Nonmanufacturing','Farmer/Farm_Manager','intact','black',0,'majority'
'Operative-Nonmanufacturing','Farm_Laborer','intact','black',3.9,'majority'
'Operative-Manufacturing','Professional_Self-Employed','intact','black',0,'majority'
'Operative-Manufacturing','Professional-Salaried','intact','black',4.2,'majority'
'Operative-Manufacturing','Manager','intact','black',1.1,'majority'
'Operative-Manufacturing','Salesman-Nonretail','intact','black',2.6,'majority'
'Operative-Manufacturing','Proprietor','intact','black',0,'majority'
'Operative-Manufacturing','Clerk','intact','black',9.6,'majority'
'Operative-Manufacturing','Salesman-Retail','intact','black',3.3,'majority'
'Operative-Manufacturing','Craftsman-Manufacturing','intact','black',3.4,'majority'
'Operative-Manufacturing','Craftsmen-Other','intact','black',3.9,'majority'
'Operative-Manufacturing','Craftsman-Construction','intact','black',0.8,'majority'
'Operative-Manufacturing','Service_Worker','intact','black',15.4,'majority'
'Operative-Manufacturing','Operative-Nonmanufacturing','intact','black',11.9,'majority'
'Operative-Manufacturing','Operative-Manufacturing','intact','black',20.6,'minority'
'Operative-Manufacturing','Laborer-Manufacturing','intact','black',11.4,'majority'
'Operative-Manufacturing','Laborer-Nonmanufacturing','intact','black',12.3,'majority'
'Operative-Manufacturing','Farmer/Farm_Manager','intact','black',0,'majority'
'Operative-Manufacturing','Farm_Laborer','intact','black',1.5,'majority'
'Laborer-Manufacturing','Professional_Self-Employed','intact','black',0,'majority'
'Laborer-Manufacturing','Professional-Salaried','intact','black',6.3,'majority'
'Laborer-Manufacturing','Manager','intact','black',1.1,'majority'
'Laborer-Manufacturing','Salesman-Nonretail','intact','black',0.5,'majority'
'Laborer-Manufacturing','Proprietor','intact','black',0,'majority'
'Laborer-Manufacturing','Clerk','intact','black',7.8,'majority'
'Laborer-Manufacturing','Salesman-Retail','intact','black',0.8,'majority'
'Laborer-Manufacturing','Craftsman-Manufacturing','intact','black',1,'majority'
'Laborer-Manufacturing','Craftsmen-Other','intact','black',1.4,'majority'
'Laborer-Manufacturing','Craftsman-Construction','intact','black',1,'majority'
'Laborer-Manufacturing','Service_Worker','intact','black',12.9,'majority'
'Laborer-Manufacturing','Operative-Nonmanufacturing','intact','black',9.4,'majority'
'Laborer-Manufacturing','Operative-Manufacturing','intact','black',14,'minority'
'Laborer-Manufacturing','Laborer-Manufacturing','intact','black',15.2,'majority'
'Laborer-Manufacturing','Laborer-Nonmanufacturing','intact','black',11.3,'majority'
'Laborer-Manufacturing','Farmer/Farm_Manager','intact','black',0.5,'majority'
'Laborer-Manufacturing','Farm_Laborer','intact','black',6,'majority'
'Laborer-Nonmanufacturing','Professional_Self-Employed','intact','black',0,'majority'
'Laborer-Nonmanufacturing','Professional-Salaried','intact','black',7.1,'majority'
'Laborer-Nonmanufacturing','Manager','intact','black',0,'majority'
'Laborer-Nonmanufacturing','Salesman-Nonretail','intact','black',0.7,'majority'
'Laborer-Nonmanufacturing','Proprietor','intact','black',0,'majority'
'Laborer-Nonmanufacturing','Clerk','intact','black',11.4,'majority'
'Laborer-Nonmanufacturing','Salesman-Retail','intact','black',0.8,'majority'
'Laborer-Nonmanufacturing','Craftsman-Manufacturing','intact','black',3.8,'majority'
'Laborer-Nonmanufacturing','Craftsmen-Other','intact','black',4.7,'majority'
'Laborer-Nonmanufacturing','Craftsman-Construction','intact','black',2.6,'majority'
'Laborer-Nonmanufacturing','Service_Worker','intact','black',18.1,'majority'
'Laborer-Nonmanufacturing','Operative-Nonmanufacturing','intact','black',14.6,'minority'
'Laborer-Nonmanufacturing','Operative-Manufacturing','intact','black',18.4,'minority'
'Laborer-Nonmanufacturing','Laborer-Manufacturing','intact','black',11.2,'majority'
'Laborer-Nonmanufacturing','Laborer-Nonmanufacturing','intact','black',28.9,'minority'
'Laborer-Nonmanufacturing','Farmer/Farm_Manager','intact','black',0.7,'majority'
'Laborer-Nonmanufacturing','Farm_Laborer','intact','black',7.6,'majority'
'Farmer/Farm_Manager','Professional_Self-Employed','intact','black',0,'majority'
'Farmer/Farm_Manager','Professional-Salaried','intact','black',7.5,'majority'
'Farmer/Farm_Manager','Manager','intact','black',1.4,'majority'
'Farmer/Farm_Manager','Salesman-Nonretail','intact','black',0,'majority'
'Farmer/Farm_Manager','Proprietor','intact','black',0.4,'majority'
'Farmer/Farm_Manager','Clerk','intact','black',12.2,'majority'
'Farmer/Farm_Manager','Salesman-Retail','intact','black',2.6,'majority'
'Farmer/Farm_Manager','Craftsman-Manufacturing','intact','black',7.2,'majority'
'Farmer/Farm_Manager','Craftsmen-Other','intact','black',8.7,'majority'
'Farmer/Farm_Manager','Craftsman-Construction','intact','black',8.8,'majority'
'Farmer/Farm_Manager','Service_Worker','intact','black',20.9,'minority'
'Farmer/Farm_Manager','Operative-Nonmanufacturing','intact','black',28.1,'minority'
'Farmer/Farm_Manager','Operative-Manufacturing','intact','black',41.7,'minority'
'Farmer/Farm_Manager','Laborer-Manufacturing','intact','black',31.8,'minority'
'Farmer/Farm_Manager','Laborer-Nonmanufacturing','intact','black',42.1,'minority'
'Farmer/Farm_Manager','Farmer/Farm_Manager','intact','black',33.1,'majority'
'Farmer/Farm_Manager','Farm_Laborer','intact','black',98.4,'majority'
'Farm_Laborer','Professional_Self-Employed','intact','black',0,'majority'
'Farm_Laborer','Professional-Salaried','intact','black',2.9,'majority'
'Farm_Laborer','Manager','intact','black',0.9,'majority'
'Farm_Laborer','Salesman-Nonretail','intact','black',0,'majority'
'Farm_Laborer','Proprietor','intact','black',0,'majority'
'Farm_Laborer','Clerk','intact','black',2.4,'majority'
'Farm_Laborer','Salesman-Retail','intact','black',3.8,'majority'
'Farm_Laborer','Craftsman-Manufacturing','intact','black',3.1,'majority'
'Farm_Laborer','Craftsmen-Other','intact','black',2.8,'majority'
'Farm_Laborer','Craftsman-Construction','intact','black',3,'majority'
'Farm_Laborer','Service_Worker','intact','black',11.2,'majority'
'Farm_Laborer','Operative-Nonmanufacturing','intact','black',16,'minority'
'Farm_Laborer','Operative-Manufacturing','intact','black',14.2,'minority'
'Farm_Laborer','Laborer-Manufacturing','intact','black',12.3,'majority'
'Farm_Laborer','Laborer-Nonmanufacturing','intact','black',20.6,'minority'
'Farm_Laborer','Farmer/Farm_Manager','intact','black',3.3,'majority'
'Farm_Laborer','Farm_Laborer','intact','black',49,'majority'
'Professional_Self-Employed','Professional_Self-Employed','nonintact','black',0,'majority'
'Professional_Self-Employed','Professional-Salaried','nonintact','black',0.4,'majority'
'Professional_Self-Employed','Manager','nonintact','black',0,'majority'
'Professional_Self-Employed','Salesman-Nonretail','nonintact','black',0,'majority'
'Professional_Self-Employed','Proprietor','nonintact','black',0,'majority'
'Professional_Self-Employed','Clerk','nonintact','black',0,'majority'
'Professional_Self-Employed','Salesman-Retail','nonintact','black',0,'majority'
'Professional_Self-Employed','Craftsman-Manufacturing','nonintact','black',0,'majority'
'Professional_Self-Employed','Craftsmen-Other','nonintact','black',0,'majority'
'Professional_Self-Employed','Craftsman-Construction','nonintact','black',0,'majority'
'Professional_Self-Employed','Service_Worker','nonintact','black',0,'majority'
'Professional_Self-Employed','Operative-Nonmanufacturing','nonintact','black',0,'majority'
'Professional_Self-Employed','Operative-Manufacturing','nonintact','black',0.4,'majority'
'Professional_Self-Employed','Laborer-Manufacturing','nonintact','black',0,'majority'
'Professional_Self-Employed','Laborer-Nonmanufacturing','nonintact','black',0,'majority'
'Professional_Self-Employed','Farmer/Farm_Manager','nonintact','black',0,'majority'
'Professional_Self-Employed','Farm_Laborer','nonintact','black',0,'majority'
'Professional-Salaried','Professional_Self-Employed','nonintact','black',0.3,'majority'
'Professional-Salaried','Professional-Salaried','nonintact','black',3.1,'majority'
'Professional-Salaried','Manager','nonintact','black',0.6,'majority'
'Professional-Salaried','Salesman-Nonretail','nonintact','black',0,'majority'
'Professional-Salaried','Proprietor','nonintact','black',0,'majority'
'Professional-Salaried','Clerk','nonintact','black',2.7,'majority'
'Professional-Salaried','Salesman-Retail','nonintact','black',0.5,'majority'
'Professional-Salaried','Craftsman-Manufacturing','nonintact','black',1,'majority'
'Professional-Salaried','Craftsmen-Other','nonintact','black',0,'majority'
'Professional-Salaried','Craftsman-Construction','nonintact','black',0,'majority'
'Professional-Salaried','Service_Worker','nonintact','black',3.4,'majority'
'Professional-Salaried','Operative-Nonmanufacturing','nonintact','black',0.9,'majority'
'Professional-Salaried','Operative-Manufacturing','nonintact','black',0.6,'majority'
'Professional-Salaried','Laborer-Manufacturing','nonintact','black',1,'majority'
'Professional-Salaried','Laborer-Nonmanufacturing','nonintact','black',0.6,'majority'
'Professional-Salaried','Farmer/Farm_Manager','nonintact','black',0,'majority'
'Professional-Salaried','Farm_Laborer','nonintact','black',0,'majority'
'Manager','Professional_Self-Employed','nonintact','black',0,'majority'
'Manager','Professional-Salaried','nonintact','black',0.6,'majority'
'Manager','Manager','nonintact','black',0.7,'majority'
'Manager','Salesman-Nonretail','nonintact','black',0,'majority'
'Manager','Proprietor','nonintact','black',0,'majority'
'Manager','Clerk','nonintact','black',0.6,'majority'
'Manager','Salesman-Retail','nonintact','black',0,'majority'
'Manager','Craftsman-Manufacturing','nonintact','black',0.5,'majority'
'Manager','Craftsmen-Other','nonintact','black',0,'majority'
'Manager','Craftsman-Construction','nonintact','black',0.6,'majority'
'Manager','Service_Worker','nonintact','black',0,'majority'
'Manager','Operative-Nonmanufacturing','nonintact','black',2,'majority'
'Manager','Operative-Manufacturing','nonintact','black',0.9,'majority'
'Manager','Laborer-Manufacturing','nonintact','black',0,'majority'
'Manager','Laborer-Nonmanufacturing','nonintact','black',0,'majority'
'Manager','Farmer/Farm_Manager','nonintact','black',0,'majority'
'Manager','Farm_Laborer','nonintact','black',0,'majority'
'Salesman-Nonretail','Professional_Self-Employed','nonintact','black',0,'majority'
'Salesman-Nonretail','Professional-Salaried','nonintact','black',0,'majority'
'Salesman-Nonretail','Manager','nonintact','black',0,'majority'
'Salesman-Nonretail','Salesman-Nonretail','nonintact','black',0,'majority'
'Salesman-Nonretail','Proprietor','nonintact','black',0,'majority'
'Salesman-Nonretail','Clerk','nonintact','black',0,'majority'
'Salesman-Nonretail','Salesman-Retail','nonintact','black',0,'majority'
'Salesman-Nonretail','Craftsman-Manufacturing','nonintact','black',0,'majority'
'Salesman-Nonretail','Craftsmen-Other','nonintact','black',0,'majority'
'Salesman-Nonretail','Craftsman-Construction','nonintact','black',0,'majority'
'Salesman-Nonretail','Service_Worker','nonintact','black',0,'majority'
'Salesman-Nonretail','Operative-Nonmanufacturing','nonintact','black',0,'majority'
'Salesman-Nonretail','Operative-Manufacturing','nonintact','black',0,'majority'
'Salesman-Nonretail','Laborer-Manufacturing','nonintact','black',0,'majority'
'Salesman-Nonretail','Laborer-Nonmanufacturing','nonintact','black',0.4,'majority'
'Salesman-Nonretail','Farmer/Farm_Manager','nonintact','black',0,'majority'
'Salesman-Nonretail','Farm_Laborer','nonintact','black',0,'majority'
'Proprietor','Professional_Self-Employed','nonintact','black',0,'majority'
'Proprietor','Professional-Salaried','nonintact','black',1.6,'majority'
'Proprietor','Manager','nonintact','black',0,'majority'
'Proprietor','Salesman-Nonretail','nonintact','black',0,'majority'
'Proprietor','Proprietor','nonintact','black',0,'majority'
'Proprietor','Clerk','nonintact','black',0,'majority'
'Proprietor','Salesman-Retail','nonintact','black',1,'majority'
'Proprietor','Craftsman-Manufacturing','nonintact','black',0,'majority'
'Proprietor','Craftsmen-Other','nonintact','black',1.2,'majority'
'Proprietor','Craftsman-Construction','nonintact','black',0.5,'majority'
'Proprietor','Service_Worker','nonintact','black',2.2,'majority'
'Proprietor','Operative-Nonmanufacturing','nonintact','black',0,'majority'
'Proprietor','Operative-Manufacturing','nonintact','black',0,'majority'
'Proprietor','Laborer-Manufacturing','nonintact','black',0.8,'majority'
'Proprietor','Laborer-Nonmanufacturing','nonintact','black',0,'majority'
'Proprietor','Farmer/Farm_Manager','nonintact','black',0,'majority'
'Proprietor','Farm_Laborer','nonintact','black',0,'majority'
'Clerk','Professional_Self-Employed','nonintact','black',0,'majority'
'Clerk','Professional-Salaried','nonintact','black',0.4,'majority'
'Clerk','Manager','nonintact','black',0,'majority'
'Clerk','Salesman-Nonretail','nonintact','black',0,'majority'
'Clerk','Proprietor','nonintact','black',0,'majority'
'Clerk','Clerk','nonintact','black',1.9,'majority'
'Clerk','Salesman-Retail','nonintact','black',0,'majority'
'Clerk','Craftsman-Manufacturing','nonintact','black',0,'majority'
'Clerk','Craftsmen-Other','nonintact','black',0,'majority'
'Clerk','Craftsman-Construction','nonintact','black',0,'majority'
'Clerk','Service_Worker','nonintact','black',1.7,'majority'
'Clerk','Operative-Nonmanufacturing','nonintact','black',1.7,'majority'
'Clerk','Operative-Manufacturing','nonintact','black',0.5,'majority'
'Clerk','Laborer-Manufacturing','nonintact','black',0.5,'majority'
'Clerk','Laborer-Nonmanufacturing','nonintact','black',2.2,'majority'
'Clerk','Farmer/Farm_Manager','nonintact','black',0,'majority'
'Clerk','Farm_Laborer','nonintact','black',0,'majority'
'Salesman-Retail','Professional_Self-Employed','nonintact','black',0.4,'majority'
'Salesman-Retail','Professional-Salaried','nonintact','black',0,'majority'
'Salesman-Retail','Manager','nonintact','black',0.7,'majority'
'Salesman-Retail','Salesman-Nonretail','nonintact','black',0,'majority'
'Salesman-Retail','Proprietor','nonintact','black',0,'majority'
'Salesman-Retail','Clerk','nonintact','black',0,'majority'
'Salesman-Retail','Salesman-Retail','nonintact','black',0,'majority'
'Salesman-Retail','Craftsman-Manufacturing','nonintact','black',0,'majority'
'Salesman-Retail','Craftsmen-Other','nonintact','black',0,'majority'
'Salesman-Retail','Craftsman-Construction','nonintact','black',0,'majority'
'Salesman-Retail','Service_Worker','nonintact','black',0.7,'majority'
'Salesman-Retail','Operative-Nonmanufacturing','nonintact','black',0,'majority'
'Salesman-Retail','Operative-Manufacturing','nonintact','black',0.6,'majority'
'Salesman-Retail','Laborer-Manufacturing','nonintact','black',0,'majority'
'Salesman-Retail','Laborer-Nonmanufacturing','nonintact','black',0,'majority'
'Salesman-Retail','Farmer/Farm_Manager','nonintact','black',0,'majority'
'Salesman-Retail','Farm_Laborer','nonintact','black',0,'majority'
'Craftsman-Manufacturing','Professional_Self-Employed','nonintact','black',0,'majority'
'Craftsman-Manufacturing','Professional-Salaried','nonintact','black',0,'majority'
'Craftsman-Manufacturing','Manager','nonintact','black',0,'majority'
'Craftsman-Manufacturing','Salesman-Nonretail','nonintact','black',0,'majority'
'Craftsman-Manufacturing','Proprietor','nonintact','black',0,'majority'
'Craftsman-Manufacturing','Clerk','nonintact','black',0.5,'majority'
'Craftsman-Manufacturing','Salesman-Retail','nonintact','black',0.4,'majority'
'Craftsman-Manufacturing','Craftsman-Manufacturing','nonintact','black',0,'majority'
'Craftsman-Manufacturing','Craftsmen-Other','nonintact','black',0,'majority'
'Craftsman-Manufacturing','Craftsman-Construction','nonintact','black',0,'majority'
'Craftsman-Manufacturing','Service_Worker','nonintact','black',1.3,'majority'
'Craftsman-Manufacturing','Operative-Nonmanufacturing','nonintact','black',0,'majority'
'Craftsman-Manufacturing','Operative-Manufacturing','nonintact','black',1,'majority'
'Craftsman-Manufacturing','Laborer-Manufacturing','nonintact','black',0.5,'majority'
'Craftsman-Manufacturing','Laborer-Nonmanufacturing','nonintact','black',0.6,'majority'
'Craftsman-Manufacturing','Farmer/Farm_Manager','nonintact','black',0,'majority'
'Craftsman-Manufacturing','Farm_Laborer','nonintact','black',0,'majority'
'Craftsmen-Other','Professional_Self-Employed','nonintact','black',0,'majority'
'Craftsmen-Other','Professional-Salaried','nonintact','black',0,'majority'
'Craftsmen-Other','Manager','nonintact','black',0.6,'majority'
'Craftsmen-Other','Salesman-Nonretail','nonintact','black',0.7,'majority'
'Craftsmen-Other','Proprietor','nonintact','black',0,'majority'
'Craftsmen-Other','Clerk','nonintact','black',1.2,'majority'
'Craftsmen-Other','Salesman-Retail','nonintact','black',0,'majority'
'Craftsmen-Other','Craftsman-Manufacturing','nonintact','black',0.5,'majority'
'Craftsmen-Other','Craftsmen-Other','nonintact','black',0.8,'majority'
'Craftsmen-Other','Craftsman-Construction','nonintact','black',1.2,'majority'
'Craftsmen-Other','Service_Worker','nonintact','black',1.9,'majority'
'Craftsmen-Other','Operative-Nonmanufacturing','nonintact','black',2.4,'majority'
'Craftsmen-Other','Operative-Manufacturing','nonintact','black',1.5,'majority'
'Craftsmen-Other','Laborer-Manufacturing','nonintact','black',0,'majority'
'Craftsmen-Other','Laborer-Nonmanufacturing','nonintact','black',0.4,'majority'
'Craftsmen-Other','Farmer/Farm_Manager','nonintact','black',0,'majority'
'Craftsmen-Other','Farm_Laborer','nonintact','black',0,'majority'
'Craftsman-Construction','Professional_Self-Employed','nonintact','black',0,'majority'
'Craftsman-Construction','Professional-Salaried','nonintact','black',1.1,'majority'
'Craftsman-Construction','Manager','nonintact','black',0.4,'majority'
'Craftsman-Construction','Salesman-Nonretail','nonintact','black',0,'majority'
'Craftsman-Construction','Proprietor','nonintact','black',0,'majority'
'Craftsman-Construction','Clerk','nonintact','black',0,'majority'
'Craftsman-Construction','Salesman-Retail','nonintact','black',0,'majority'
'Craftsman-Construction','Craftsman-Manufacturing','nonintact','black',0,'majority'
'Craftsman-Construction','Craftsmen-Other','nonintact','black',0.3,'majority'
'Craftsman-Construction','Craftsman-Construction','nonintact','black',0.5,'majority'
'Craftsman-Construction','Service_Worker','nonintact','black',1.6,'majority'
'Craftsman-Construction','Operative-Nonmanufacturing','nonintact','black',1.9,'majority'
'Craftsman-Construction','Operative-Manufacturing','nonintact','black',2.1,'majority'
'Craftsman-Construction','Laborer-Manufacturing','nonintact','black',0.5,'majority'
'Craftsman-Construction','Laborer-Nonmanufacturing','nonintact','black',1.6,'majority'
'Craftsman-Construction','Farmer/Farm_Manager','nonintact','black',0,'majority'
'Craftsman-Construction','Farm_Laborer','nonintact','black',0,'majority'
'Service_Worker','Professional_Self-Employed','nonintact','black',0,'majority'
'Service_Worker','Professional-Salaried','nonintact','black',6.3,'majority'
'Service_Worker','Manager','nonintact','black',1.7,'majority'
'Service_Worker','Salesman-Nonretail','nonintact','black',1.4,'majority'
'Service_Worker','Proprietor','nonintact','black',0,'majority'
'Service_Worker','Clerk','nonintact','black',17.8,'majority'
'Service_Worker','Salesman-Retail','nonintact','black',3.2,'majority'
'Service_Worker','Craftsman-Manufacturing','nonintact','black',7.5,'majority'
'Service_Worker','Craftsmen-Other','nonintact','black',4.4,'majority'
'Service_Worker','Craftsman-Construction','nonintact','black',4.9,'majority'
'Service_Worker','Service_Worker','nonintact','black',44.8,'minority'
'Service_Worker','Operative-Nonmanufacturing','nonintact','black',25.6,'minority'
'Service_Worker','Operative-Manufacturing','nonintact','black',38.4,'minority'
'Service_Worker','Laborer-Manufacturing','nonintact','black',12.9,'majority'
'Service_Worker','Laborer-Nonmanufacturing','nonintact','black',25.3,'minority'
'Service_Worker','Farmer/Farm_Manager','nonintact','black',0.7,'majority'
'Service_Worker','Farm_Laborer','nonintact','black',7.6,'majority'
'Operative-Nonmanufacturing','Professional_Self-Employed','nonintact','black',0,'majority'
'Operative-Nonmanufacturing','Professional-Salaried','nonintact','black',2.4,'majority'
'Operative-Nonmanufacturing','Manager','nonintact','black',1.8,'majority'
'Operative-Nonmanufacturing','Salesman-Nonretail','nonintact','black',0,'majority'
'Operative-Nonmanufacturing','Proprietor','nonintact','black',0,'majority'
'Operative-Nonmanufacturing','Clerk','nonintact','black',3.2,'majority'
'Operative-Nonmanufacturing','Salesman-Retail','nonintact','black',1,'majority'
'Operative-Nonmanufacturing','Craftsman-Manufacturing','nonintact','black',0.6,'majority'
'Operative-Nonmanufacturing','Craftsmen-Other','nonintact','black',0.7,'majority'
'Operative-Nonmanufacturing','Craftsman-Construction','nonintact','black',0.9,'majority'
'Operative-Nonmanufacturing','Service_Worker','nonintact','black',4.9,'majority'
'Operative-Nonmanufacturing','Operative-Nonmanufacturing','nonintact','black',9,'majority'
'Operative-Nonmanufacturing','Operative-Manufacturing','nonintact','black',5.3,'majority'
'Operative-Nonmanufacturing','Laborer-Manufacturing','nonintact','black',0.9,'majority'
'Operative-Nonmanufacturing','Laborer-Nonmanufacturing','nonintact','black',7,'majority'
'Operative-Nonmanufacturing','Farmer/Farm_Manager','nonintact','black',1,'majority'
'Operative-Nonmanufacturing','Farm_Laborer','nonintact','black',0.8,'majority'
'Operative-Manufacturing','Professional_Self-Employed','nonintact','black',0,'majority'
'Operative-Manufacturing','Professional-Salaried','nonintact','black',2.3,'majority'
'Operative-Manufacturing','Manager','nonintact','black',0.6,'majority'
'Operative-Manufacturing','Salesman-Nonretail','nonintact','black',0,'majority'
'Operative-Manufacturing','Proprietor','nonintact','black',0,'majority'
'Operative-Manufacturing','Clerk','nonintact','black',1.3,'majority'
'Operative-Manufacturing','Salesman-Retail','nonintact','black',0,'majority'
'Operative-Manufacturing','Craftsman-Manufacturing','nonintact','black',0.5,'majority'
'Operative-Manufacturing','Craftsmen-Other','nonintact','black',0,'majority'
'Operative-Manufacturing','Craftsman-Construction','nonintact','black',0.5,'majority'
'Operative-Manufacturing','Service_Worker','nonintact','black',5.2,'majority'
'Operative-Manufacturing','Operative-Nonmanufacturing','nonintact','black',3.3,'majority'
'Operative-Manufacturing','Operative-Manufacturing','nonintact','black',7,'majority'
'Operative-Manufacturing','Laborer-Manufacturing','nonintact','black',6.2,'majority'
'Operative-Manufacturing','Laborer-Nonmanufacturing','nonintact','black',5.2,'majority'
'Operative-Manufacturing','Farmer/Farm_Manager','nonintact','black',0,'majority'
'Operative-Manufacturing','Farm_Laborer','nonintact','black',0.5,'majority'
'Laborer-Manufacturing','Professional_Self-Employed','nonintact','black',0,'majority'
'Laborer-Manufacturing','Professional-Salaried','nonintact','black',0,'majority'
'Laborer-Manufacturing','Manager','nonintact','black',0,'majority'
'Laborer-Manufacturing','Salesman-Nonretail','nonintact','black',0.5,'majority'
'Laborer-Manufacturing','Proprietor','nonintact','black',0,'majority'
'Laborer-Manufacturing','Clerk','nonintact','black',1.8,'majority'
'Laborer-Manufacturing','Salesman-Retail','nonintact','black',0,'majority'
'Laborer-Manufacturing','Craftsman-Manufacturing','nonintact','black',0,'majority'
'Laborer-Manufacturing','Craftsmen-Other','nonintact','black',0,'majority'
'Laborer-Manufacturing','Craftsman-Construction','nonintact','black',0,'majority'
'Laborer-Manufacturing','Service_Worker','nonintact','black',1,'majority'
'Laborer-Manufacturing','Operative-Nonmanufacturing','nonintact','black',1.8,'majority'
'Laborer-Manufacturing','Operative-Manufacturing','nonintact','black',3.4,'majority'
'Laborer-Manufacturing','Laborer-Manufacturing','nonintact','black',1,'majority'
'Laborer-Manufacturing','Laborer-Nonmanufacturing','nonintact','black',0.9,'majority'
'Laborer-Manufacturing','Farmer/Farm_Manager','nonintact','black',0,'majority'
'Laborer-Manufacturing','Farm_Laborer','nonintact','black',0.5,'majority'
'Laborer-Nonmanufacturing','Professional_Self-Employed','nonintact','black',0,'majority'
'Laborer-Nonmanufacturing','Professional-Salaried','nonintact','black',0.8,'majority'
'Laborer-Nonmanufacturing','Manager','nonintact','black',0,'majority'
'Laborer-Nonmanufacturing','Salesman-Nonretail','nonintact','black',0,'majority'
'Laborer-Nonmanufacturing','Proprietor','nonintact','black',0,'majority'
'Laborer-Nonmanufacturing','Clerk','nonintact','black',3.1,'majority'
'Laborer-Nonmanufacturing','Salesman-Retail','nonintact','black',0.6,'majority'
'Laborer-Nonmanufacturing','Craftsman-Manufacturing','nonintact','black',0,'majority'
'Laborer-Nonmanufacturing','Craftsmen-Other','nonintact','black',1.4,'majority'
'Laborer-Nonmanufacturing','Craftsman-Construction','nonintact','black',0.5,'majority'
'Laborer-Nonmanufacturing','Service_Worker','nonintact','black',7,'majority'
'Laborer-Nonmanufacturing','Operative-Nonmanufacturing','nonintact','black',4.9,'majority'
'Laborer-Nonmanufacturing','Operative-Manufacturing','nonintact','black',5.9,'majority'
'Laborer-Nonmanufacturing','Laborer-Manufacturing','nonintact','black',1.9,'majority'
'Laborer-Nonmanufacturing','Laborer-Nonmanufacturing','nonintact','black',6.2,'majority'
'Laborer-Nonmanufacturing','Farmer/Farm_Manager','nonintact','black',0,'majority'
'Laborer-Nonmanufacturing','Farm_Laborer','nonintact','black',1.3,'majority'
'Farmer/Farm_Manager','Professional_Self-Employed','nonintact','black',0.3,'majority'
'Farmer/Farm_Manager','Professional-Salaried','nonintact','black',3.7,'majority'
'Farmer/Farm_Manager','Manager','nonintact','black',0,'majority'
'Farmer/Farm_Manager','Salesman-Nonretail','nonintact','black',0,'majority'
'Farmer/Farm_Manager','Proprietor','nonintact','black',0,'majority'
'Farmer/Farm_Manager','Clerk','nonintact','black',0.8,'majority'
'Farmer/Farm_Manager','Salesman-Retail','nonintact','black',1.4,'majority'
'Farmer/Farm_Manager','Craftsman-Manufacturing','nonintact','black',2.2,'majority'
'Farmer/Farm_Manager','Craftsmen-Other','nonintact','black',2.7,'majority'
'Farmer/Farm_Manager','Craftsman-Construction','nonintact','black',1.2,'majority'
'Farmer/Farm_Manager','Service_Worker','nonintact','black',7.3,'majority'
'Farmer/Farm_Manager','Operative-Nonmanufacturing','nonintact','black',11.9,'majority'
'Farmer/Farm_Manager','Operative-Manufacturing','nonintact','black',9.5,'minority'
'Farmer/Farm_Manager','Laborer-Manufacturing','nonintact','black',9.5,'majority'
'Farmer/Farm_Manager','Laborer-Nonmanufacturing','nonintact','black',13.9,'majority'
'Farmer/Farm_Manager','Farmer/Farm_Manager','nonintact','black',7.2,'majority'
'Farmer/Farm_Manager','Farm_Laborer','nonintact','black',28.8,'majority'
